agents,successful
3,0
4,0
5,5
6,6
7,7
8,8
9,9
10,10
11,9
12,12
13,13
14,11
15,12
16,16
17,17
18,14
19,19
20,11
21,13
22,17
23,10
24,23
25,15
26,13
27,14
28,14
29,16
30,17
