agents,successful
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,1
11,2
12,2
13,2
14,1
15,2
16,3
17,4
18,4
19,8
20,5
21,7
22,9
23,9
24,10
25,10
26,13
27,13
28,10
29,15
30,17
