agents,successful
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,6
19,7
20,5
21,7
22,10
23,13
24,11
25,13
26,10
27,15
28,16
29,14
30,17
