agents,successful
3,0
4,0
5,0
6,2
7,0
8,0
9,0
10,2
11,2
12,3
13,2
14,1
15,3
16,3
17,5
21,9
22,8
23,11
25,12
26,13
27,14
28,15
29,17
30,18
