agents,successful
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,0
10,1
11,2
12,4
13,4
14,7
15,5
16,7
17,8
18,9
19,10
20,10
21,13
22,14
23,14
24,17
25,18
26,17
27,19
28,21
29,20
30,20
