agents,successful
1,0
2,0
3,0
4,0
5,0
6,0
7,2
8,2
9,1
10,4
11,4
12,4
13,4
14,5
15,7
16,7
17,8
18,9
19,10
20,10
21,11
22,14
23,14
24,15
25,15
26,17
27,17
28,21
29,21
30,23
